"Date","DailyDischarge","DailySSC","DailySuspendedSediment","DailySSfines","DailySSsand","TotalSedimentDischarge","ProjectYear"
2016-09-20,11.08966456,7.056805325,7,5,2,7,"proj year 5"
2016-09-21,9.56110213,25.21638034,20.7,14.2,6.5,20.7,"proj year 5"
2016-09-22,9.111318241,18.93631315,14.9,10.3,4.6,14.9,"proj year 5"
2016-09-23,9.01165022,9.472530267,7.4,5.2,2.2,7.4,"proj year 5"
2016-09-24,9.425975294,10.14801528,8.3,6,2.3,8.3,"proj year 5"
2016-09-25,9.319598848,11.61838975,9.3,6.7,2.6,9.3,"proj year 5"
2016-09-26,9.259542477,6.99214802,6,4,2,6,"proj year 5"
2016-09-27,8.980344239,2.382666636,1.8,1.4,0.4,1.8,"proj year 5"
2016-09-28,8.728618596,2.497003944,1.9,1.4,0.5,1.9,"proj year 5"
2016-09-29,8.517782398,1.678201449,1.2,0.9,0.3,1.2,"proj year 5"
2016-09-30,8.399586348,1.239492981,0.9,0.7,0.2,0.9,"proj year 5"
